Palestrante;Minibio
Renata Machado;"Renata Machado - Intérprete de Conferências (PUC/ SP), Tradutora e Revisora (Universidade Gama Filho) & Intérprete Forense da Justiça Federal (Português <> Inglês <> Espanhol) certificada pela i2B Escola de Formação de Intérpretes de Londrina, habilitação em Direito com especialização em Direito Internacional e Espacial (UNIVAP/ SJC), certificada em Direito Penal Internacional (Faculdade de Direito da Universidade Case Western Reserve de Cleveland, Ohio/ USA).
Tradutora e intérprete arbitral da Câmara Privada do Tribunal de Justiça Internacional do Brasil, credenciada no Tribunal de Justiça Arbitral, Mediação e Conciliação Internacional dos Estados Brasileiros (CPTJAMC), certificada em Direito Internacional em Arbitragem Internacional (Universidade de Leiden, Holanda), Licenciatura em Letras (Inglês-Português e Espanhol-Português, ambas pela Estácio de Sá), Proficiência em Espanhol (DELE pelo Instituto de Cervantes, Espanha).
Intérprete Remota para Estados Unidos e países da Europa nas áreas: jurídica, médica, comunitária, atendimento ao cliente e imigração, certificada em Proficiência em Inglês Americano (Universidade de Michigan, USA) e Inglês Britânico (Universidade de Cambridge, Inglaterra), Business English (Frances King, Londres) e Inglês Britânico (Edgware Academy, Londres), Professora-tutora colaboradora do Curso de Interpretação Comunitária da Universidade de Brasília (UnB), palestrante, com mais de 28 anos de experiência na área corporativa e pedagógica, especialista em assuntos jurídicos e governamentais, membro da Associação Brasileira de Tradutores e Intérpretes (ABRATES) e da National Association of Judiciary Interpreters & Translators (NAJIT). 
Renata faz parte do CME - Comissão das Mulheres Empreendedoras de São José dos Campos, e é diretora da empresa Renata Machado Consultoria de Língua Estrangeira, que faz parte do quadro de associados do IDEJ – Instituto para o Desenvolvimento do Empreendedorismo Joseense.
Fundadora e diretora responsável pela AtivaBrazil - Agência de Tradução & Interpretação do Vale do Paraíba.
www.AtivaBrazil.com.br     www.renatamachado.com"
;
Renata Pettengil;Renata Pettengill trabalha na editora há 32 anos. Cada degrau da escada da formação acadêmica e profissional (com alguns degraus paralelos): estudante de letras, revisora, copidesque, escritora de livros infantis ilustrados, assistente editorial, estudante de pós em tradução, editora, tradutora, professora de tradução, professora de produção editorial, editora-executiva de aquisições e agora estudante de nova pós em letras. Para assuntos de tradução em geral: renatapettengill@gmail.com Para envio de CVs: renata.pettengill@record.com.br
;
Renato Geraldes;"Renato R. Geraldes é Mestre de Cerimônias, Intérprete de Conferências, ator e locutor. Formado em Letras-Tradutor-Intérprete pela UNIBERO e pós-graduado em interpretação de conferências pela Estácio de Sá, Renato atua como intérprete desde 2012, principalmente nas áreas de agricultura, saúde e medicina, finanças e negócios e política e entretenimento, as duas últimas principalmente em trabalhos para televisão e mídias.
Renato promove cursos de educação continuada, é professor convidado da Alumni e foi examinador das provas de Cambridge. Seus idiomas de trabalho são português, inglês, alemão e espanhol."
;
Ricardo Souza;Ricardo Souza é linguista profissional em tempo integral, fornecendo serviços linguísticos para empresas de idiomas, agências de tradução e clientes diretos na América Latina, América do Norte e Europa desde 2000. Também atua como gerente de projetos de tradução, revisor, editor, leitor de provas, pré-editor, pós-editor, intérprete de acompanhamento, consultor de língua e cultura e, por último, mas não menos importante, como professor de tradução.
;
Ricardo Garcia;Ricardo W. Garcia é tradutor e revisor desde 1998. Possui experiência em traduções técnicas de diversas áreas, incluindo história, teologia, odontologia, teses acadêmicas e jogos de tabuleiro.
;
Richard Laver;"Richard Laver é intérprete freelance atuante há mais de 20 anos na combinação linguística português e inglês A e espanhol C. Richard é proprietário da Comunica Tradução Simultânea, empresa fornecedora de equipamentos e uma das pioneiras em hubs de interpretação no Brasil. Entre outras experiências, fez parte da equipe de interpretação remota da Copa do Mundo no Brasil em 2014 que foi inclusive objeto de uma pesquisa internacional sobre RSI. Ainda na interpretação, atua como intérprete consultor responsável por orientar contratantes de interpretação em grandes eventos; é formador de intérpretes desde 2014 e responsável pelas atividades da rede VEGA da AIIC para orientação de iniciantes na carreira de intérprete de conferência. A Comunica presta também serviços de tradução e legendagem, o que completa uma visão bastante ampla do mercado de serviços linguísticos em geral."
;
Roberta Jenkins;Em 2021, a especialista em localização, transcriação e LQA Roberta Jenkins completou 25 anos nos pares português brasileiro-inglês e inglês-português brasileiro. Com formação em Jornalismo, Letras/Tradução e Marketing, ela hoje atua como lead linguística e revisora de empresas do setor de TI, e-commerce e finanças. É uma estudante inveterada, fã de tecnologia e viciada em artigos de papelaria.
;
Robson Ortlibas;"Robson Ortlibas é bacharel em tradução e interpretação pela Universidade
Nove de Julho, atua como tradutor editorial, técnico e audiovisual de russo, inglês e
eslavo eclesiástico para o português, é russista e palestrante nas áreas da tradução e
russística. Tem especialização em Análise do Discurso em Língua Russa na
Universidade Estatal de Tomsk, História da Rússia na Universidade Estatal de São
Petersburgo e Etiqueta do Discurso em Língua Russa na Escola Superior de
Economia de Moscou. Na tradução editorial, destaca-se por obras traduzidas de
Tolstói, Dostoiévski, Tchékhov, Beliáev, Bunin, entre outros."
;
Rodrigo Anunciato;Casado com uma tradutora e pai de 2 lindos filhos sou um profissional com mais de 20 anos de experiência comprovada em vários modelos comerciais, incluindo venda direta, governo, varejo (B2C) e atacado (B2B) atuando em funções comerciais, planejamento, inovação e com passagens por grandes empresas como Kodak, Natura, Hering, Consultoria e Evino.
;
Rômulo Faria;Formado em Letras pela Universidade Braz Cubas, de Mogi das Cruzes, atua há 10 anos como tradutor técnico na Embraer, cuidando dos manuais técnicos de aeronaves como o cargueiro C-390 Millennium, o avião presidencial brasileiro e o Super Tucano, da Esquadrilha da Fumaça. Foi professor de inglês por 15 anos e trabalhou como curador de vídeos de língua inglesa no YouTube Educação. Atualmente, também faz parte das equipes de localização de empresas como McAfee, Indeed e Atlassian. Na Embraer, é o responsável pelo treinamento da norma técnica ASD-STE100, conhecida popularmente como Simplified English.
;
Roney Belhassof;"Analista de sistemas formado na PUC-Rio, especializado em gestão do conhecimento, principalmente na área de meio ambiente. Responsável pelo desenvolvimento de sistemas para empresas de porte como Esso e Lojas Americanas.
À partir de 2008 passou a se dedicar exclusivamente à gestão de conhecimento on-line especializando-se em cibercultura e persona digital atendendo empresas como a Globo, InPress e Sebrae.
Também é ativo na área de criação de startups atuando em 2021 na área de TI e estratégias de marketing da Win-Win Traduções, projeto que democratiza o acesso a tradutores profissionais."
;
Rosita Belinky;"Interpretação simultânea de palestras, apresentações, workshops, fóruns e acompanhamentos; Tradução de textos técnicos e institucionais, livros e revistas; Traduções preparatórias para legendagem de filmes e vídeos. Para fotografia: Instagram @robelinky Apaixonada por esportes e pela vida ao ar livre; Consultora para Esportes de Aventura; Montanhista, ciclista, corredora de aventura, trilha e asfalto; Mais de 50 viagens e atividades guiadas ao ar livre em montanha/gelo; Larga experiência em treinamento de técnicas de segurança, tendo participado de seis expedições à Antártica com a Marinha do Brasil e ministrando treinamentos para o Corpo de Bombeiros, Marinha e executivos de multinacionais."
;
Rossana Cunha;Rossana Cunha é pesquisadora e doutoranda na Universidade Federal de Minas Gerais (UFMG). Atua nas áreas de geração de linguagem, processamento de linguagem natural e tradução automática. Apaixonada por praia, yoga, comunidades e da dupla: Kindle e uma bela xícara de chá. Google Scholar: https://scholar.google.com/citations?user=98tO96YAAAAJ&hl=e Linkedin: https://br.linkedin.com/in/rossana
;
Rozane Rebechi;Rozane Rebechi é professora no Instituto de Letras da Universidade Federal do Rio Grande do Sul (UFRGS), atuando na graduação e pós-graduação. É mestre e doutora pela Universidade de São Paulo (USP). Suas principais áreas de pesquisa são Tradução, Terminologia e Discurso, às quais aplica a Linguística de Corpus como metodologia. Foi diretora do Departamento de Mobilidade Acadêmica e vice-secretária de Relações Internacionais da UFRGS. Atualmente, é presidente da Associação Brasileira de Pesquisadores em Tradução (ABRAPT), membro do conselho administrativo do European Masters in Technology for Translation and Interpreting (EM TTI) e chefe do Departamento de Línguas Modernas da UFRGS.
;
Sandra Garcia;"Formada em Comunicação Social, com habilitação em Publicidade e Propaganda pela Universidade Anhembi-Morumbi e em Tradução e Interpretação Português/Inglês e Licenciatura pela Faculdade Ibero-Americana.
Mais de 40 anos de experiência no ensino de idiomas em escolas e particular e mais de 35 anos de experiência em tradução, versão e revisão nos idiomas inglês, português e espanhol nas áreas de tecnologia em geral e marketing, desde sites, interfaces de programas, e de manuais a material de divulgação.
Trabalhou em importantes projetos nas áreas de tecnologia em agências de tradução e em empresas entre as 10 maiores do mundo.
Hoje atua como professora do módulo de Tecnologia do Curso ¡QuijoTe! de Formação de Tradutores e Intérpretes de espanhol e inglês e como tradutora freelancer de inglês e espanhol para português nas áreas de tecnologia, telecomunicações, segurança e marketing."
;
Samira Spolidorio;Educadora, tradutora, revisora e consultora. Tem experiência docente bem diversificada dentro do ensino de línguas, ensino de tradução e formação docente. Graduada em Letras, com especializações em língua portuguesa e em língua inglesa, mestra e doutoranda em Linguística Aplicada pela UNICAMP. Desde 2007, trabalha com revisão textual e, desde 2012, com tradução de textos de comunicação, marketing e publicidade e acadêmicos das áreas de Humanidades e Ciências Sociais. Desde 2015, faz tradução para localização de aplicativos, softwares e webpages e desde 2016 legenda vídeos corporativos e de entretenimento. Consultora linguística, educacional e de temas relacionados à diversidade e inclusão.
;
Shirlei Fernandes Correa;"Shirlei Fernandes Correa, Psicóloga, formada há 13 anos. Atuando com atendimentos clínicos, treinamentos motivacionais em empresas: palestras, workshops e oficinas, psicóloga assistencial em empresas, grupos de emagrecimento, saúde e bem estar.
Pós graduada em Terapia cognitiva comportamental; Especialista em ansiedade e depressão. Certificada na terapia “Pense magro”. Certificada como Coach de emagrecimento, saúde e bem estar, e Coach treinamento de micro e pequenas empresas.
Todas as vertentes de atuação em psicologia, com foco no desenvolvimento de pessoas, através da mudança de pensamentos, hábitos e comportamentos, respeitando e buscando o bem estar de cada indivíduo."
;
Silvio Picinini;Silvio Picinini trabalha como Machine Translation Language Specialist no eBay, na Califórnia, desde 2013. Com mais de 20 anos de experiência em Localização, Silvio trabalhou para uma empresa de tradução, em várias posições ligadas a terminologia, metodologias de medição de qualidade da tradução e MT (machine translation). Trabalhou também como tradutor in-house para a Oracle for vários anos. Silvio tem dois diplomas de engenharia, um de elétrica e outro de eletrônica/software, ambos da Universidade Estadual de Campinas (Unicamp). Silvio gosta de trocadilhos e de cachorros
;
Silvana Polchlopek ;"Apaixonada por tradução e pelos estudos da tradução. Já atuou como freelancer e trabalhou com clientes diretos e agências para o segmento do turismo e psicologia. Sonha em se especializar no segmento da aviação! Tem formação pela PGET (UFSC) e UFPR (Letras Inglês-Português). Professora associada da UTFPR, membro da Abrapt e participante do BRCamp. Tiete dos amigos tradutores! Pesquisa tradução jornalística, funcionalismo nordiano, tradução como representação cultural e reescrita; tradução e ensino de línguas, análise do discurso, linguística textual. Nas horas “vagas”: pinta, desenha, conta histórias, brinca e acha que cozinha. É mãe da linda Marina, melhor tradução da vida!

"
;
Simone Brito;"Nascida no Rio de Janeiro, carioca da gema. Analista de sistemas há 28 anos, especializada no Sistema de Gestão Integrada da SAP; Líder Técnica e Instrutora de Sistemas de TI em Processos Financeiros e Contábeis (R2R). Contadora, Pós-graduada em Auditoria e Gestão Tributária. Tradutora, Revisora e Legendadora, pós-graduada em Tradução de Espanhol e Graduanda em Licenciatura Espanhol; há cinco anos atuando com traduções e versões técnicas nas áreas de TI, financeira, educação e meio ambiente; tradução literária, legendas corporativas e revisões literárias e acadêmicas. Principal idioma de trabalho é o espanhol, embora o inglês esteja sempre presente. Professora de Tradução de Tecnologia no Curso QuijoTe. Apaixonada por viagens, idiomas, livros e tecnologia."
;
Simone Resende;Simone Vieira Resende é doutora em Linguística Aplicada e Estudo da Linguagem pela PUC São Paulo com pesquisa na área de Linguística de Corpus, Análise Multidimensional e Tradução. Possui mestrado em Linguística pela Universidade do Estado do Rio de Janeiro - UERJ (2011). É pós-graduada em Linguística Aplicada: Inglês como Língua Estrangeira pela Universidade do Estado do Rio de Janeiro (UERJ - 2008). É graduada em Letras Português e Literatura da Língua Portuguesa e Letras Português / Inglês pelo Centro Universitário Plínio Leite (2003). Tem experiência na área de Linguística, com ênfase em Linguística Aplicada ao Ensino de Língua Inglesa, Linguística de Corpus e Análise Multidimensional, atuando principalmente nos seguintes temas: Linguística de Corpus, Tradução, Tradução Técnica, Terminologia, Estudos do Léxico, Ensino-aprendizagem de língua estrangeira, Ensino-aprendizagem de tradução e análise multidimensional.
;
Sofia Pulici;Sofia Pulici é tradutora e linguista, com experiência em tradução há mais de uma década e vivência extensa na Austrália e internacionalmente. É certificada pela NAATI (traduções oficiais para a Austrália) do português ao inglês desde 2010, e traduz também nos pares inglês ao português, e espanhol e galego ao português e inglês. É especializada na área de viagens, turismo e hotelaria, traduzindo para grandes companhias aéreas e redes de hotel, e em documentos para a imigração australiana. Além da tradução, é estudiosa, praticante e professora de yoga e estudante de Ayurveda, tendo uma paixão pelo bem-estar consciente e o yoga da vida real, fora dos tapetinhos e aplicado às interações com o mundo.
;
Sónia Tavares;Sónia Tavares é uma profissional da tradução com mais de 20 anos de experiência. Especializada em tradução técnica, tem como idiomas de trabalho o inglês, o alemão, o espanhol e o português europeu, a sua língua materna. Licenciada em Línguas e Literaturas Modernas e Mestre em Linguística, pela Faculdade de Letras da Universidade do Porto, encontra-se atualmente em fase de conclusão de uma Pós-Graduação em Tradução, pela Universidade Autónoma de Lisboa. Em 2012, integrou a equipa de investigação do Centro de Linguística da Faculdade de Letras da Universidade do Porto durante dois anos. É mentora do PROZ e da APTRAD, desde 2015.
;
Stephan Hughes;Stephan Hughes é doutorando em Linguística Aplicada pela PUC-SP, mestre em Linguística pela UFRJ e especialista em Educação Cognitiva pela Estácio. Ministra disciplinas em cursos de pós-graduação de ensino e tradução de inglês e leciona inglês para Ensino Fundamental II e Ensino Médio em uma escola internacional no Rio de Janeiro.
;
Stella Tagnin;"Stella E. O. Tagnin é professora sênior do Departamento de Línguas Modernas da Universidade de São Paulo, Brasil. Embora aposentada, continua ativa na pós-graduação. Lecionou disciplinas de Tradução no Curso de Especialização em Tradução por mais de 25 anos. Introduziu a Linguística de Corpus na USP em 1998. Coordena o Projeto COMET - Corpus Multilíngue de Ensino e Tradução. É autora de O Jeito que a Gente Diz (2013); organizou, em co-autoria com Vander Viana: Corpora no Ensino de Línguas Estrangeiras e Corpora na Tradução e com Cleci Bevilaccqua Corpora na Terminologia.. Atualmente trabalha num dicionário bilingue inglês-português de colocações verbais."
;
Suelen Lopes;Especialista em Tradução em Língua Francesa pela UERJ (2019) e bacharel em Comunicação Social - Produção Editorial pela UFRJ (2011), tendo realizado intercâmbio acadêmico em Letras Modernas na Université Sorbonne Nouvelle (2010/2011). É editora do departamento jovem da Intrínseca, onde pôde trabalhar com ficção comercial, ficção literária e não ficção, e hoje atua na coordenação de produção e na edição de livros YA, middle grade, picture books, graphic novels e de ficção científica. Com 10 anos de experiência no mercado editorial, realiza também diversos trabalhos como freelancer para editoras de destaque, como Biblioteca Azul, Globo Livros, Arqueiro, Sextante, Nova Fronteira, Ediouro, Companhia das Letras, entre outras. Em 2017, foi a participante brasileira selecionada para o Programme Fellowship em Paris, promovido pelo Bureau International de l'Édition Française (BIEF), e interessa-se pela cultura e pela literatura de países francófonos.
;
Tatiana Sobral;Cuidar do planejamento estratégico financeiro significa para Tatiana possibilitar a muita gente sonhar alto e atingir resultados prósperos. Depois de trabalhar por 18 anos em grandes empresas multinacionais, decidiu, em 2014, fazer a diferença na história de micro e pequenas empresas familiares, além de atender profissionais autônomos.
;
Teresa Sousa;Teresa Sousa é uma tradutora portuguesa especializada em tradução criativa e de marketing digital. Com quase 20 anos de experiência no ramo, trabalha atualmente com várias marcas internacionais, criando ou traduzindo conteúdos eficazmente adaptados ao mercado e aos consumidores portugueses. O SEO é uma paixão desde que o seu próprio site apareceu na primeira página de resultados do Google. Em 2021, criou um curso online sobre Tradução e SEO e, desde então, tem falado sobre esse tópico em palestras e cursos para tradutores freelance e equipes internas de agências de tradução.
;
Thiago Hilger;Thiago Hilger é tradutor desde 2014 e atua principalmente na localização de jogos. Também já deu palestras em eventos como o congresso da Abrates e aulas de localização de jogos na interpret2b e de legendagem na PUC-PR. Atualmente também atua como professor de Game Design na Uninter.
;
Tony Rosado;Tony é um contratado independente em nível de conferência do Departamento de Estado dos EUA (classificação mais alta no governo dos EUA). Advogado, Intérprete Judicial credenciado pelo judiciário federal dos Estados Unidos e diversos Estados. Ele trabalhou internacionalmente como intérprete de conferência e interpretou para processos judiciais de alto nível, Jogos Olímpicos e transmissões de TV, incluindo debates presidenciais e convenções políticas. Ele trabalhou com muitos políticos de alto nível, celebridades, atletas e empresários. Autor de dois livros sobre interpretação judicial, ele é professor visitante em várias universidades nos EUA e no exterior, um conhecido apresentador de conferências e autor do popular blog “The Professional Interpreter”. Tony is a U.S. Department of State conference-level independent contractor (highest classification in U.S. government). Attorney at Law, a Court Interpreter certified by the U.S. federal judiciary, and several States. He has worked internationally as a conference interpreter, and interpreted for high profile court proceedings, Olympic Games, and TV broadcasts, including presidential debates and political conventions. He has worked with many top-level politicians, celebrities, athletes, and entrepreneurs. The author of two books on court interpreting, he is a visiting professor at various universities in the U.S. and overseas, a well-known conference presenter, and the author of the popular blog “The Professional Interpreter.”
;
Ulisses Carvalho;Ulisses é Intérprete de Conferência com 25 anos de experiência. Professor de tradução simultânea. CV completo em www.teclasap.com.br/cv
;
Val Ivonica;Meu nome é Ana Valéria Ivonica ou, como sou mais conhecida, Val Ivonica. Sou tradutora inglês-português há mais de quinze anos. Minha formação em Química Industrial naturalmente me levou em direção à tradução técnica, especialmente nas áreas química e farmacêutica. Também atuo em tradução editorial (ficção e não ficção) e localização de sites, jogos e apps. Adoro tecnologia e computadores desde sempre, portanto acabo traduzindo sobre isso também. Me converti ao “jeito Mac de viver” há mais de dez anos, sem abandonar completamente o Windows por causa das ferramentas tradutórias. Usei o Wordfast como principal ferramenta de trabalho durante muito tempo mas, por causa dos tipos de arquivo que começaram a chegar (ttx, xls, ppt, html, xml), há tempos trabalho principalmente com o memoQ. Me entusiasmo com as novidades e com o que gosto, por isso já disseram que sou uma “ardent messenger” do memoQ. Não deixa de ser verdade, mas não é proposital. Comecei a palestrar em congressos em 2010, peguei gosto e não parei mais. A lista completa (com os respectivos links) está na página do CV. Dou cursos de memoQ básico e avançado.
;
Valter Mendes Jr.;Valter Mendes Junior é tradutor profissional com treze anos de experiência em tradução técnica, especialmente nas áreas de Tecnologia da informática, jogos e engenharia, nos pares de idioma inglês-português, português-inglês e espanhol-português. É um dos organizadores do Encontro Mensal de Tradutores e Intérpretes de Porto Alegre e do BarCamp RS, já ministrou oficinas de tradução na Amérika das Letras sobre Tradução Técnica e Tradumática e, atualmente, também presta consultoria sobre tradução para tradutores iniciantes e experientes.
;
Vic Vieira Ramires ;Vic Vieira Ramires é tradutor literário, audiovisual e técnico no par inglês-português. Traduziu obras para grandes editoras como DarkSide, Globo Alt, Nacional, Plataforma21 e Galera Record. Desde 2022 tem colaborado com o estúdio UniDub, traduzindo filmes, séries, documentários e animações. Como autor de ficção especulativa, tem várias histórias publicadas desde 2009, com destaque para o livro de contos Metanfetaedro (Tarja Editorial, 2012) e a participação nas coletâneas Mundos Paralelos: Ficção Científica (Selo GloboClube, 2023) e Fractais tropicais: O melhor da Ficção Científica Brasileira (SESI-SP, 2018). Natural de Niterói (RJ), atualmente mora em São Paulo e também é artista visual.
;
Victoria Cabral;"Victoria Cabral é aluna do 5º período no curso de Bacharelado em Tradução da Universidade Federal da Paraíba. Foi bolsista no projeto de extensão ""Da Paraíba para o mundo: legendagem de curtas metragens paraibanos"" nos anos de 2019 e 2020."
;
Victor Almeida;Victor Almeida é editor, com foco em literatura de entretenimento. Mestre pelo Programa de Pós-Graduação em Mídias Criativas da Universidade Federal do Rio de Janeiro (PPGMC/UFRJ). Especialista em Publishing Management (FGV/2012). Graduado em Comunicação Social com habilitação em Produção Editorial (UFRJ/2010).
;
Victor Mühlethaler;Formado em Direção Teatral pela ECA/USP, Victor Mühlethaler transitou ao longo de sua carreira pelas funções de diretor, dramaturgo, compositor, letrista e ator. Em 2006, para o projeto final de sua graduação, adaptou para português e dirigiu o musical Sweeney Todd, de Stephen Sondheim.
;
Wania Grandesso;Wania Grandesso é bacharel em Letras pela Faculdade de Filosofia, Letras e Ciências Humanas (FFLCH) da Universidade de São Paulo. Buscando sempre possibilidades de expandir seus horizontes e ampliar seus conhecimentos de diferentes culturas, dedicou-se desde cedo ao aprendizado de novos idiomas. Além de inglês e espanhol, estudou também japonês, italiano, francês, grego e latim. A primeira oportunidade profissional como tradutora surgiu há 30 anos. Desde então vem atuando em grandes empresas de localização, com vasta experiência nas áreas de produção e de Vendor Management. Assumiu recentemente a função de Regional Vendor Manager - Américas e África na TransPerfect.
;
William Cassemiro;William Cassemiro é o criador da Translators101. Ex-diretor e ex-presidente da Associação Brasileira de Tradutores e Intérpretes, Abrates, de 2014 a 2018. Tradutor profissional de inglês para português, com Bacharelado em Letras pela Universidade de São Paulo.
;
William Cruz;William Campos da Cruz, mestre em Letras pela Universidade Presbiteriana Mackenzie, é tradutor, editor e professor de língua portuguesa. Autor do livro Tudo Converge para o Texto, mantém no Instagram o perfil @gramaticanavida, no qual fala de leitura, escrita, gramática e de tudo que se relaciona à linguagem humana.
;
Will Xavier;Will Xavier é Bacharel em Letras com Habilitação de Tradutor pela UNESP e tem especialização em tradução para dublagem e legendagem pela ESTRADA. Tradutor desde 2013, trabalha com os idiomas inglês e italiano. Atualmente é um dos coordenadores da Divisão de Tradução Audiovisual da Abrates. Entre seus principais projetos estão A Árvore Familiar dos Croods (Max), De Férias com o Ex: UK (Paramount+) e Quilos Mortais: Itália (Max). É apaixonado por games, cultura pop e programas dublados.
;
Ygor Blanco;"Tradutor audiovisual desde 2014. Traduziu materiais como ""BoJack Horseman"", ""Rick & Morty"", ""History of Swear Words"" e ""Final Space""."
